train_size,iter,test_point,lm_pred,dtree_pred,true_dtree_pred,label
32,3,527,0,0,0,0.0
32,3,528,1,0,1,1.0
32,3,529,1,1,1,0.0
32,3,530,1,1,1,1.0
32,3,531,0,0,0,0.0
32,3,532,0,0,0,0.0
32,3,533,0,0,0,0.0
32,3,534,1,0,0,0.0
32,3,535,0,0,0,0.0
32,3,536,0,0,0,0.0
32,3,537,0,0,0,0.0
32,3,538,0,0,0,0.0
32,3,539,0,0,0,0.0
32,3,540,1,0,1,1.0
32,3,541,0,0,0,1.0
32,3,542,0,0,0,0.0
32,3,543,0,0,0,0.0
32,3,544,0,0,0,0.0
32,3,545,0,0,0,0.0
32,3,546,0,0,0,0.0
32,3,547,0,0,0,0.0
32,3,548,0,0,0,1.0
32,3,549,1,1,1,1.0
32,3,550,0,0,0,0.0
32,3,551,1,0,0,0.0
32,3,552,1,1,1,1.0
32,3,553,0,0,0,1.0
32,3,554,1,1,1,0.0
32,3,555,0,0,0,0.0
32,3,556,0,0,0,0.0
32,3,557,1,0,1,1.0
32,3,558,1,1,1,1.0
32,3,559,1,1,1,1.0
32,3,560,0,0,0,1.0
32,3,561,1,1,1,1.0
32,3,562,0,0,0,0.0
32,3,563,1,0,0,0.0
32,3,564,0,0,0,1.0
32,3,565,1,1,1,1.0
32,3,566,1,0,0,0.0
32,3,567,0,0,0,0.0
32,3,568,0,0,0,0.0
32,3,569,1,1,1,1.0
32,3,570,0,0,0,0.0
32,3,571,0,0,0,1.0
32,3,572,0,0,0,1.0
32,3,573,1,1,1,1.0
32,3,574,1,1,1,1.0
32,3,575,1,1,1,1.0
32,3,576,1,0,1,1.0
32,3,577,0,0,0,1.0
32,3,578,1,1,1,1.0
32,3,579,0,0,0,0.0
32,3,580,0,0,0,0.0
32,3,581,1,1,1,1.0
32,3,582,0,0,0,0.0
32,3,583,1,1,1,1.0
32,3,584,1,1,0,0.0
32,3,585,1,1,1,1.0
32,3,586,0,0,0,0.0
32,3,587,1,1,1,1.0
32,3,588,1,0,1,1.0
32,3,589,1,1,1,1.0
32,3,590,0,0,0,0.0
32,3,591,0,0,0,0.0
32,3,592,1,0,0,1.0
32,3,593,0,0,0,0.0
32,3,594,0,0,0,0.0
32,3,595,0,0,0,1.0
32,3,596,0,0,0,0.0
32,3,597,0,0,0,0.0
32,3,598,0,0,0,0.0
32,3,599,0,0,0,0.0
32,3,600,0,0,0,0.0
32,3,601,0,0,0,0.0
32,3,602,1,0,0,0.0
32,3,603,0,0,0,0.0
32,3,604,0,0,0,1.0
32,3,605,0,0,0,0.0
32,3,606,0,0,0,0.0
32,3,607,0,0,0,1.0
32,3,608,1,1,1,1.0
32,3,609,0,0,0,0.0
32,3,610,0,0,0,1.0
32,3,611,0,0,0,1.0
32,3,612,0,0,0,1.0
32,3,613,1,0,1,1.0
32,3,614,0,0,0,0.0
32,3,615,1,1,0,1.0
32,3,616,0,0,0,1.0
32,3,617,0,0,0,0.0
32,3,618,1,1,1,1.0
32,3,619,0,0,0,0.0
32,3,620,1,1,1,1.0
32,3,621,1,1,1,1.0
32,3,622,1,1,1,1.0
32,3,623,1,1,1,1.0
32,3,624,1,1,0,1.0
32,3,625,0,0,0,0.0
32,3,626,1,1,1,1.0
32,3,627,0,0,0,0.0
32,3,628,1,1,1,1.0
32,3,629,0,0,0,0.0
32,3,630,1,1,1,1.0
32,3,631,1,1,1,1.0
32,3,632,0,0,0,0.0
32,3,633,1,1,1,1.0
32,3,634,1,1,1,1.0
32,3,635,0,0,0,0.0
32,3,636,0,0,0,0.0
32,3,637,1,0,1,0.0
32,3,638,0,0,0,0.0
32,3,639,1,0,0,0.0
32,3,640,0,0,0,0.0
32,3,641,0,0,0,0.0
32,3,642,0,0,0,1.0
32,3,643,1,0,1,1.0
32,3,644,0,0,0,0.0
32,3,645,1,0,1,0.0
32,3,646,0,0,0,0.0
32,3,647,0,0,0,1.0
32,3,648,0,0,0,1.0
32,3,649,0,0,0,0.0
32,3,650,0,0,0,0.0
32,3,651,0,0,0,0.0
32,3,652,0,0,0,0.0
32,3,653,0,0,0,0.0
32,3,654,1,1,1,1.0
32,3,655,0,0,0,1.0
32,3,656,0,0,0,0.0
32,3,657,0,0,0,0.0
32,3,658,1,1,1,1.0
32,3,659,1,1,1,1.0
32,3,660,1,0,0,1.0
32,3,661,0,0,0,0.0
32,3,662,1,0,1,0.0
32,3,663,0,0,0,0.0
32,3,664,0,0,0,0.0
32,3,665,0,0,0,0.0
32,3,666,0,0,0,0.0
32,3,667,1,1,1,1.0
32,3,668,0,0,0,0.0
32,3,669,0,0,0,1.0
32,3,670,1,0,0,0.0
32,3,671,0,0,0,0.0
32,3,672,1,1,1,1.0
32,3,673,1,1,0,0.0
32,3,674,0,0,0,0.0
32,3,675,0,0,0,0.0
32,3,676,1,1,1,1.0
32,3,677,0,0,0,0.0
32,3,678,1,1,1,1.0
32,3,679,0,0,0,0.0
32,3,680,0,0,0,0.0
32,3,681,0,0,0,1.0
32,3,682,0,0,0,0.0
32,3,683,0,0,0,0.0
32,3,684,0,0,0,1.0
32,3,685,1,1,1,1.0
32,3,686,0,0,0,1.0
32,3,687,0,0,0,0.0
32,3,688,0,0,0,0.0
32,3,689,1,1,1,1.0
32,3,690,1,0,0,0.0
32,3,691,0,0,0,0.0
32,3,692,0,0,0,0.0
32,3,693,0,0,0,0.0
32,3,694,1,1,1,1.0
32,3,695,0,0,0,0.0
32,3,696,1,0,0,1.0
32,3,697,0,0,0,0.0
32,3,698,0,0,0,0.0
32,3,699,0,0,0,0.0
32,3,700,1,0,0,1.0
32,3,701,1,1,1,1.0
32,3,702,0,0,0,0.0
32,3,703,1,0,0,0.0
32,3,704,1,0,1,1.0
32,3,705,1,0,0,1.0
32,3,706,0,0,0,0.0
32,3,707,0,0,0,0.0
32,3,708,1,1,1,1.0
32,3,709,1,0,1,1.0
32,3,710,0,0,0,0.0
32,3,711,0,0,0,0.0
32,3,712,0,0,0,0.0
32,3,713,0,0,0,1.0
32,3,714,0,0,0,0.0
32,3,715,0,0,0,1.0
32,3,716,0,0,0,0.0
32,3,717,1,0,0,0.0
32,3,718,0,0,0,1.0
32,3,719,1,0,0,0.0
32,3,720,0,0,0,0.0
32,3,721,0,0,0,0.0
32,3,722,0,0,0,0.0
32,3,723,0,0,0,0.0
32,3,724,0,0,0,0.0
32,3,725,0,0,0,0.0
32,3,726,0,0,0,0.0
32,3,727,0,0,0,1.0
32,3,728,1,1,1,1.0
32,3,729,0,0,0,0.0
32,3,730,1,0,0,1.0
32,3,731,0,0,0,0.0
32,3,732,0,0,0,0.0
32,3,733,0,0,0,0.0
32,3,734,1,0,1,1.0
32,3,735,0,0,0,0.0
32,3,736,1,1,1,1.0
32,3,737,1,1,1,0.0
32,3,738,1,1,1,1.0
32,3,739,0,0,0,0.0
32,3,740,1,0,1,1.0
32,3,741,1,1,1,1.0
32,3,742,0,0,0,0.0
32,3,743,1,1,1,1.0
32,3,744,1,1,1,1.0
32,3,745,1,0,0,0.0
32,3,746,1,1,1,1.0
32,3,747,0,0,0,0.0
32,3,748,0,0,0,0.0
32,3,749,0,0,0,0.0
32,3,750,1,1,0,0.0
32,3,751,0,0,0,0.0
32,3,752,0,0,0,0.0
32,3,753,0,0,0,0.0
32,3,754,0,0,0,1.0
32,3,755,0,0,0,0.0
32,3,756,1,1,1,1.0
32,3,757,1,0,0,0.0
32,3,758,1,0,1,0.0
32,3,759,0,0,0,0.0
32,3,760,0,0,0,1.0
32,3,761,0,0,0,0.0
32,3,762,0,0,0,0.0
32,3,763,0,0,0,0.0
32,3,764,0,0,0,0.0
32,3,765,0,0,0,1.0
32,3,766,0,0,0,1.0
32,3,767,1,0,0,1.0
32,3,768,1,0,1,1.0
32,3,769,0,0,0,0.0
32,3,770,0,0,0,0.0
32,3,771,1,1,1,1.0
32,3,772,1,0,1,0.0
32,3,773,0,0,0,0.0
32,3,774,1,1,1,1.0
32,3,775,0,0,0,0.0
32,3,776,1,1,1,0.0
32,3,777,0,0,0,0.0
32,3,778,0,0,0,0.0
32,3,779,0,0,0,0.0
32,3,780,0,0,0,1.0
32,3,781,0,0,0,0.0
32,3,782,0,0,0,0.0
32,3,783,0,0,0,0.0
32,3,784,1,1,1,1.0
32,3,785,0,0,0,0.0
32,3,786,0,0,0,0.0
32,3,787,1,0,1,0.0
32,3,788,1,0,0,1.0
32,3,789,0,0,0,0.0
32,3,790,0,0,0,0.0
32,3,791,0,0,0,1.0
32,3,792,0,0,0,0.0
32,3,793,0,0,0,0.0
32,3,794,0,0,0,0.0
32,3,795,0,0,0,0.0
32,3,796,0,0,0,0.0
32,3,797,0,0,0,1.0
32,3,798,0,0,0,0.0
32,3,799,1,1,1,1.0
32,3,800,0,0,0,0.0
32,3,801,0,0,0,0.0
32,3,802,0,0,0,0.0
32,3,803,1,1,1,1.0
32,3,804,1,1,1,1.0
32,3,805,0,0,0,0.0
32,3,806,1,0,1,0.0
32,3,807,1,0,0,1.0
32,3,808,1,1,1,1.0
32,3,809,1,0,1,0.0
32,3,810,0,0,0,0.0
32,3,811,0,0,0,0.0
32,3,812,0,0,0,0.0
32,3,813,0,0,0,0.0
32,3,814,1,0,0,0.0
32,3,815,0,0,0,0.0
32,3,816,0,0,0,0.0
32,3,817,1,1,1,1.0
32,3,818,1,0,1,0.0
32,3,819,0,0,0,0.0
32,3,820,1,1,1,1.0
32,3,821,0,0,0,0.0
32,3,822,0,0,0,0.0
32,3,823,0,0,0,0.0
32,3,824,1,1,1,1.0
32,3,825,1,1,0,0.0
32,3,826,1,1,1,1.0
32,3,827,1,1,1,1.0
32,3,828,0,0,0,0.0
32,3,829,1,1,1,1.0
32,3,830,0,0,0,1.0
32,3,831,0,0,0,0.0
32,3,832,1,1,1,1.0
32,3,833,0,0,0,0.0
32,3,834,1,1,1,1.0
32,3,835,0,0,0,0.0
32,3,836,1,0,1,1.0
32,3,837,0,0,0,0.0
32,3,838,1,1,1,1.0
32,3,839,0,0,0,0.0
32,3,840,0,0,0,0.0
32,3,841,0,0,0,1.0
32,3,842,0,0,0,0.0
32,3,843,0,0,0,0.0
32,3,844,1,0,1,1.0
32,3,845,0,0,0,1.0
32,3,846,0,0,0,0.0
32,3,847,0,0,0,0.0
32,3,848,0,0,0,0.0
32,3,849,1,0,1,1.0
32,3,850,0,0,0,0.0
32,3,851,0,0,0,0.0
32,3,852,0,0,0,1.0
32,3,853,0,0,0,0.0
32,3,854,1,1,1,1.0
32,3,855,1,1,0,1.0
32,3,856,0,0,0,0.0
32,3,857,1,1,0,1.0
32,3,858,0,0,0,0.0
32,3,859,0,0,0,0.0
32,3,860,0,0,0,0.0
32,3,861,0,0,0,0.0
32,3,862,1,1,1,1.0
32,3,863,0,0,0,1.0
32,3,864,1,1,1,1.0
32,3,865,1,1,1,1.0
32,3,866,0,0,0,1.0
32,3,867,0,0,0,0.0
32,3,868,1,1,1,1.0
32,3,869,0,0,0,0.0
32,3,870,1,0,1,1.0
32,3,871,1,1,0,1.0
32,3,872,0,0,0,1.0
32,3,873,1,0,1,1.0
32,3,874,0,0,0,0.0
32,3,875,0,0,0,0.0
32,3,876,1,0,0,1.0
32,3,877,0,0,0,0.0
32,3,878,1,1,1,1.0
32,3,879,0,0,0,0.0
32,3,880,0,0,0,0.0
32,3,881,0,0,0,0.0
32,3,882,1,1,1,1.0
32,3,883,0,0,0,0.0
32,3,884,0,0,0,1.0
32,3,885,0,0,0,0.0
32,3,886,0,0,0,0.0
32,3,887,0,0,0,0.0
32,3,888,0,0,0,0.0
32,3,889,0,0,0,0.0
32,3,890,1,0,0,1.0
32,3,891,0,0,0,1.0
32,3,892,1,1,1,1.0
32,3,893,0,0,0,0.0
32,3,894,0,0,0,0.0
32,3,895,1,1,1,1.0
32,3,896,0,0,0,1.0
32,3,897,1,1,1,1.0
32,3,898,0,0,0,0.0
32,3,899,0,0,0,1.0
32,3,900,0,0,0,0.0
32,3,901,0,0,0,1.0
32,3,902,1,0,1,0.0
32,3,903,1,1,1,1.0
32,3,904,1,1,1,1.0
32,3,905,0,0,0,0.0
32,3,906,0,0,0,0.0
32,3,907,0,0,0,0.0
32,3,908,0,0,0,0.0
32,3,909,1,0,1,0.0
32,3,910,0,0,0,0.0
32,3,911,1,0,1,0.0
32,3,912,1,1,1,1.0
32,3,913,1,0,1,1.0
32,3,914,1,0,0,1.0
32,3,915,1,1,1,1.0
32,3,916,1,1,1,1.0
32,3,917,1,1,1,1.0
32,3,918,1,1,1,1.0
32,3,919,0,0,0,1.0
32,3,920,0,0,0,0.0
32,3,921,1,1,1,1.0
32,3,922,0,0,0,0.0
32,3,923,1,0,0,0.0
32,3,924,0,0,0,0.0
32,3,925,0,0,0,0.0
32,3,926,1,1,1,1.0
32,3,927,0,0,0,0.0
32,3,928,0,0,0,1.0
32,3,929,0,0,0,0.0
32,3,930,0,0,0,1.0
32,3,931,1,0,1,0.0
32,3,932,1,1,1,1.0
32,3,933,1,0,1,0.0
32,3,934,0,0,0,0.0
32,3,935,0,0,0,0.0
32,3,936,0,0,0,1.0
32,3,937,1,0,0,0.0
32,3,938,0,0,0,1.0
32,3,939,1,1,1,1.0
32,3,940,1,1,1,1.0
32,3,941,1,0,0,1.0
32,3,942,1,1,1,1.0
32,3,943,1,1,1,1.0
32,3,944,1,0,0,0.0
32,3,945,0,0,0,0.0
32,3,946,0,0,0,0.0
32,3,947,0,0,0,1.0
32,3,948,0,0,0,1.0
32,3,949,1,1,1,0.0
32,3,950,0,0,0,0.0
32,3,951,0,0,0,0.0
32,3,952,0,0,0,0.0
32,3,953,1,1,1,1.0
32,3,954,1,0,0,1.0
32,3,955,0,0,0,0.0
32,3,956,0,0,0,0.0
32,3,957,0,0,0,0.0
32,3,958,0,0,0,0.0
32,3,959,0,0,0,1.0
32,3,960,0,0,0,0.0
32,3,961,1,1,1,0.0
32,3,962,1,1,1,1.0
32,3,963,0,0,0,1.0
32,3,964,1,1,1,1.0
32,3,965,0,0,0,0.0
32,3,966,1,0,1,1.0
32,3,967,0,0,0,1.0
32,3,968,0,0,0,0.0
32,3,969,0,0,0,0.0
32,3,970,0,0,0,0.0
32,3,971,1,1,1,1.0
32,3,972,1,0,1,0.0
32,3,973,1,1,0,1.0
32,3,974,1,0,0,0.0
32,3,975,1,0,1,1.0
32,3,976,1,1,1,1.0
32,3,977,1,1,1,1.0
32,3,978,1,1,1,1.0
32,3,979,1,1,1,1.0
32,3,980,1,1,1,1.0
32,3,981,1,0,1,1.0
32,3,982,1,1,1,0.0
32,3,983,1,1,1,1.0
32,3,984,1,1,1,1.0
32,3,985,0,0,0,0.0
32,3,986,0,0,0,1.0
32,3,987,1,1,1,1.0
32,3,988,0,0,0,0.0
32,3,989,1,1,1,1.0
32,3,990,1,0,0,0.0
32,3,991,0,0,0,0.0
32,3,992,0,0,0,0.0
32,3,993,0,0,0,0.0
32,3,994,0,0,0,0.0
32,3,995,1,1,1,0.0
32,3,996,0,0,0,0.0
32,3,997,0,0,0,0.0
32,3,998,1,0,1,0.0
32,3,999,0,0,0,0.0
32,4,0,0,1,0,1.0
32,4,1,0,0,0,0.0
32,4,2,1,1,0,0.0
32,4,3,1,1,0,1.0
32,4,4,0,0,0,0.0
32,4,5,1,1,0,0.0
32,4,6,0,0,0,0.0
32,4,7,1,0,0,0.0
32,4,8,0,0,0,1.0
32,4,9,0,1,1,1.0
32,4,10,0,0,0,0.0
32,4,11,1,1,1,0.0
32,4,12,0,1,1,0.0
32,4,13,0,0,0,1.0
32,4,14,1,1,1,1.0
32,4,15,0,1,0,0.0
32,4,16,1,1,0,0.0
32,4,17,0,1,0,0.0
32,4,18,0,1,1,1.0
32,4,19,0,0,0,0.0
32,4,20,0,0,0,0.0
32,4,21,0,0,0,0.0
32,4,22,1,1,0,1.0
32,4,23,0,1,1,1.0
32,4,24,1,1,1,1.0
32,4,25,0,0,0,0.0
32,4,26,0,0,1,1.0
32,4,27,1,1,1,1.0
32,4,28,1,1,1,1.0
32,4,29,0,0,0,0.0
32,4,30,1,1,1,0.0
32,4,31,1,1,0,0.0
32,4,32,0,0,0,0.0
32,4,33,0,0,0,0.0
32,4,34,1,1,1,1.0
32,4,35,1,1,0,0.0
32,4,36,0,0,0,0.0
32,4,37,0,0,0,0.0
32,4,38,0,0,0,0.0
32,4,39,0,0,1,1.0
32,4,40,0,1,1,1.0
32,4,41,1,1,1,1.0
32,4,42,0,0,0,0.0
32,4,43,0,0,0,0.0
32,4,44,0,1,1,1.0
32,4,45,1,1,1,1.0
32,4,46,1,1,0,0.0
32,4,47,0,0,0,0.0
32,4,48,1,0,1,1.0
32,4,49,0,0,0,0.0
32,4,50,1,1,1,1.0
32,4,51,0,0,0,0.0
32,4,52,1,1,1,1.0
32,4,53,1,1,1,1.0
32,4,54,0,0,0,1.0
32,4,55,1,0,0,0.0
32,4,56,0,1,1,1.0
32,4,57,0,0,0,0.0
32,4,58,0,1,0,1.0
32,4,59,0,0,0,0.0
32,4,60,1,1,0,0.0
32,4,61,1,1,0,0.0
32,4,62,1,1,0,0.0
32,4,63,0,0,1,1.0
32,4,64,0,0,0,0.0
32,4,65,1,1,0,0.0
32,4,66,0,1,0,1.0
32,4,67,1,1,1,1.0
32,4,68,0,0,0,0.0
32,4,69,0,0,0,0.0
32,4,70,0,0,1,1.0
32,4,71,1,0,0,0.0
32,4,72,1,1,0,0.0
32,4,73,1,1,0,0.0
32,4,74,1,1,0,0.0
32,4,75,0,1,1,1.0
32,4,76,1,1,0,1.0
32,4,77,1,1,0,0.0
32,4,78,0,0,0,1.0
32,4,79,1,1,1,1.0
32,4,80,0,0,0,1.0
32,4,81,0,0,0,0.0
32,4,82,0,0,0,0.0
32,4,83,1,1,1,1.0
32,4,84,1,1,0,0.0
32,4,85,0,0,1,1.0
32,4,86,1,1,0,0.0
32,4,87,0,0,0,0.0
32,4,88,0,0,0,0.0
32,4,89,0,0,0,0.0
32,4,90,1,1,1,1.0
32,4,91,1,1,1,0.0
32,4,92,0,0,0,1.0
32,4,93,0,0,0,1.0
32,4,94,0,1,0,0.0
32,4,95,0,0,0,0.0
32,4,96,0,1,1,1.0
32,4,97,1,0,1,1.0
32,4,98,1,1,0,1.0
32,4,99,1,1,0,0.0
32,4,100,1,1,0,0.0
32,4,101,0,1,1,1.0
32,4,102,0,0,0,0.0
32,4,103,0,0,0,0.0
32,4,104,1,1,0,1.0
32,4,105,1,1,0,1.0
32,4,106,0,0,0,0.0
32,4,107,1,1,1,1.0
32,4,108,1,0,1,1.0
32,4,109,0,0,0,1.0
32,4,110,0,0,0,0.0
32,4,111,0,0,0,1.0
32,4,112,1,1,0,1.0
32,4,113,0,0,0,0.0
32,4,114,1,1,0,0.0
32,4,115,0,0,0,0.0
32,4,116,1,0,0,1.0
32,4,117,1,1,1,1.0
32,4,118,1,0,1,0.0
32,4,119,0,0,0,0.0
32,4,120,0,0,0,1.0
32,4,121,0,0,1,1.0
32,4,122,0,0,0,1.0
32,4,123,0,0,0,0.0
32,4,124,0,0,1,1.0
32,4,125,1,1,0,0.0
32,4,126,1,1,0,1.0
32,4,127,0,0,0,1.0
32,4,128,1,0,1,1.0
32,4,129,1,1,1,1.0
32,4,130,0,0,0,0.0
32,4,131,0,0,0,0.0
32,4,132,0,1,0,0.0
32,4,133,0,0,0,1.0
32,4,134,0,1,1,1.0
32,4,135,1,1,1,1.0
32,4,136,0,0,0,0.0
32,4,137,0,0,0,1.0
32,4,138,0,0,0,0.0
32,4,139,0,0,0,0.0
32,4,140,0,0,0,0.0
32,4,141,1,1,0,0.0
32,4,142,0,1,1,1.0
32,4,143,1,1,0,0.0
32,4,144,0,0,0,1.0
32,4,145,1,1,0,1.0
32,4,146,0,0,0,0.0
32,4,147,0,0,0,0.0
32,4,148,1,1,0,1.0
32,4,149,0,0,0,0.0
32,4,150,1,1,0,1.0
32,4,151,0,0,0,0.0
32,4,152,0,1,0,0.0
32,4,153,0,0,0,0.0
32,4,154,0,1,1,1.0
32,4,155,0,0,0,0.0
32,4,156,0,0,0,0.0
32,4,157,0,0,0,1.0
32,4,158,1,1,0,1.0
32,4,159,0,0,0,0.0
32,4,160,0,1,1,1.0
32,4,161,0,0,0,0.0
32,4,162,0,0,1,0.0
32,4,163,0,0,0,0.0
32,4,164,0,0,0,0.0
32,4,165,0,1,1,1.0
32,4,166,1,1,1,1.0
32,4,167,0,1,1,0.0
32,4,168,0,0,0,0.0
32,4,169,0,0,0,0.0
32,4,170,0,0,0,0.0
32,4,171,1,1,0,0.0
32,4,172,0,0,0,0.0
32,4,173,1,1,1,1.0
32,4,174,1,1,0,1.0
32,4,175,1,1,1,1.0
32,4,176,0,0,1,0.0
32,4,177,1,0,1,1.0
32,4,178,1,1,1,1.0
32,4,179,1,0,1,1.0
32,4,180,0,0,0,0.0
32,4,181,0,0,0,1.0
32,4,182,0,1,1,1.0
32,4,183,1,1,1,1.0
32,4,184,0,1,1,1.0
32,4,185,0,0,1,1.0
32,4,186,0,1,1,1.0
32,4,187,1,1,0,1.0
32,4,188,0,0,0,0.0
32,4,189,0,0,0,0.0
32,4,190,0,0,0,0.0
32,4,191,0,0,1,1.0
32,4,192,1,0,0,1.0
32,4,193,0,0,0,1.0
32,4,194,1,1,1,1.0
32,4,195,1,0,0,0.0
32,4,196,0,0,0,1.0
32,4,197,0,1,1,1.0
32,4,198,1,1,1,1.0
32,4,199,0,0,0,0.0
32,4,200,1,1,0,1.0
32,4,201,0,0,0,0.0
32,4,202,1,1,1,1.0
32,4,203,1,0,1,1.0
32,4,204,1,1,0,0.0
32,4,205,0,0,0,0.0
32,4,206,1,0,1,1.0
32,4,207,1,1,1,1.0
32,4,208,0,0,0,0.0
32,4,209,0,0,0,0.0
32,4,210,0,0,0,0.0
32,4,211,0,0,0,0.0
32,4,212,1,1,1,1.0
32,4,213,1,0,1,0.0
32,4,214,0,0,0,1.0
32,4,215,1,1,0,1.0
32,4,216,0,0,0,1.0
32,4,217,0,0,0,0.0
32,4,218,0,1,1,1.0
32,4,219,0,0,0,0.0
32,4,220,1,1,1,1.0
32,4,221,0,0,0,0.0
32,4,222,0,1,0,0.0
32,4,223,0,0,0,0.0
32,4,224,1,1,0,0.0
32,4,225,0,1,1,0.0
32,4,226,1,1,0,0.0
32,4,227,0,0,0,1.0
32,4,228,1,0,1,0.0
32,4,229,0,0,1,1.0
32,4,230,1,1,0,1.0
32,4,231,1,0,1,1.0
32,4,232,1,1,0,0.0
32,4,233,0,1,1,1.0
32,4,234,1,1,1,1.0
32,4,235,1,1,0,1.0
32,4,236,0,1,1,1.0
32,4,237,0,0,0,0.0
32,4,238,1,1,0,0.0
32,4,239,1,1,0,0.0
32,4,240,1,1,0,0.0
32,4,241,0,1,0,0.0
32,4,242,0,0,0,0.0
32,4,243,1,1,0,0.0
32,4,244,1,0,1,1.0
32,4,245,1,1,0,0.0
32,4,246,0,1,1,1.0
32,4,247,1,1,0,1.0
32,4,248,0,1,0,1.0
32,4,249,1,0,0,0.0
32,4,250,0,0,0,0.0
32,4,251,0,0,0,0.0
32,4,252,0,0,0,0.0
32,4,253,0,0,0,0.0
32,4,254,0,0,0,0.0
32,4,255,0,0,0,0.0
32,4,256,0,0,0,0.0
32,4,257,0,0,0,0.0
32,4,258,0,0,0,0.0
32,4,259,0,1,1,1.0
32,4,260,1,0,0,1.0
32,4,261,0,0,1,1.0
32,4,262,0,0,0,0.0
32,4,263,0,0,1,1.0
32,4,264,1,1,0,0.0
32,4,265,0,1,1,1.0
32,4,266,0,1,0,0.0
32,4,267,1,1,1,1.0
32,4,268,1,1,0,0.0
32,4,269,0,0,0,0.0
32,4,270,0,0,0,1.0
32,4,271,1,1,0,0.0
32,4,272,0,0,0,0.0
32,4,273,0,0,0,0.0
32,4,274,0,0,0,0.0
32,4,275,0,1,1,1.0
32,4,276,0,1,1,0.0
32,4,277,0,0,0,0.0
32,4,278,0,0,0,0.0
32,4,279,0,0,0,1.0
32,4,280,1,1,1,0.0
32,4,281,1,1,0,0.0
32,4,282,0,0,0,0.0
32,4,283,0,0,0,0.0
32,4,284,0,0,0,0.0
32,4,285,0,0,0,0.0
32,4,286,0,1,1,1.0
32,4,287,1,0,1,0.0
32,4,288,0,0,0,0.0
32,4,289,1,0,1,1.0
32,4,290,0,0,0,0.0
32,4,291,0,0,0,0.0
32,4,292,0,0,0,1.0
32,4,293,1,1,0,0.0
32,4,294,1,1,1,1.0
32,4,295,0,0,0,0.0
32,4,296,0,1,1,1.0
32,4,297,0,1,0,1.0
32,4,298,0,0,1,0.0
32,4,299,1,1,0,1.0
32,4,300,1,1,1,0.0
32,4,301,1,1,0,0.0
32,4,302,0,0,0,0.0
32,4,303,0,0,0,0.0
32,4,304,0,1,0,0.0
32,4,305,0,0,0,0.0
32,4,306,1,1,0,0.0
32,4,307,0,0,0,0.0
32,4,308,0,0,0,0.0
32,4,309,1,1,0,1.0
32,4,310,0,1,0,0.0
32,4,311,0,1,0,1.0
32,4,312,1,1,0,0.0
32,4,313,1,1,0,1.0
32,4,314,1,1,1,0.0
32,4,315,1,1,0,0.0
32,4,316,1,0,1,0.0
32,4,317,0,0,0,1.0
32,4,318,0,1,0,1.0
32,4,319,0,1,1,1.0
32,4,320,1,1,1,1.0
32,4,321,0,1,1,1.0
32,4,322,0,0,0,0.0
32,4,323,0,0,0,0.0
32,4,324,0,0,1,0.0
32,4,325,1,1,1,0.0
32,4,326,1,1,1,1.0
32,4,327,0,0,0,0.0
32,4,328,1,1,0,0.0
32,4,329,0,0,0,0.0
32,4,330,1,1,1,1.0
32,4,331,1,1,1,1.0
32,4,332,1,1,0,0.0
32,4,333,0,0,0,0.0
32,4,334,1,1,0,0.0
32,4,335,0,0,1,1.0
32,4,336,1,1,1,1.0
32,4,337,1,1,0,0.0
32,4,338,1,1,1,0.0
32,4,339,0,1,1,1.0
32,4,340,1,0,1,1.0
32,4,341,1,1,0,0.0
32,4,342,1,1,0,0.0
32,4,343,0,0,0,1.0
32,4,344,0,1,0,0.0
32,4,345,1,0,1,1.0
32,4,346,1,1,1,1.0
32,4,347,1,1,0,1.0
32,4,348,0,0,0,0.0
32,4,349,1,1,0,0.0
32,4,350,0,0,0,0.0
32,4,351,0,0,0,0.0
32,4,352,0,0,0,0.0
32,4,353,0,0,0,1.0
32,4,354,0,0,0,0.0
32,4,355,0,0,0,0.0
32,4,356,0,0,0,0.0
32,4,357,1,1,1,1.0
32,4,358,0,0,0,0.0
32,4,359,1,1,1,1.0
32,4,360,1,1,1,1.0
32,4,361,0,0,0,0.0
32,4,362,1,1,1,1.0
32,4,363,0,0,0,0.0
32,4,364,0,0,0,1.0
32,4,365,0,0,0,0.0
32,4,366,1,1,1,0.0
32,4,367,1,1,1,1.0
32,4,368,1,1,1,1.0
32,4,369,0,0,0,0.0
32,4,370,0,1,0,0.0
32,4,371,0,0,0,1.0
32,4,372,1,1,1,1.0
32,4,373,1,1,1,1.0
32,4,374,1,1,1,1.0
32,4,375,1,1,1,0.0
32,4,376,1,1,1,1.0
32,4,377,0,1,0,1.0
32,4,378,0,0,0,0.0
32,4,379,0,0,0,0.0
32,4,380,0,1,0,1.0
32,4,381,0,0,0,0.0
32,4,382,0,0,0,0.0
32,4,383,0,0,0,1.0
32,4,384,1,1,0,0.0
32,4,385,0,1,0,1.0
32,4,386,1,1,1,1.0
32,4,387,1,1,0,0.0
32,4,388,1,1,0,0.0
32,4,389,1,1,1,1.0
32,4,390,1,1,0,0.0
32,4,391,1,1,0,0.0
32,4,392,1,0,1,1.0
32,4,393,0,0,0,0.0
32,4,394,0,1,0,1.0
32,4,395,1,1,0,0.0
32,4,396,0,0,0,1.0
32,4,397,0,0,0,0.0
32,4,398,0,0,0,0.0
